,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,property_type,room_type,accommodates,bedrooms,beds,bed_type,minimum_nights,price,price_pred
2179,strict_14_with_grace_period,f,2.0,Western Addition,House,Entire home/apt,4.0,2.0,5.0,Real Bed,30.0,299.0,223.99986
2922,strict_14_with_grace_period,t,2.0,Lakeshore,House,Entire home/apt,7.0,3.0,4.0,Real Bed,30.0,295.0,208.06903
245,moderate,t,1.0,South of Market,Loft,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,250.0,169.82466
4150,strict_14_with_grace_period,t,1.0,Western Addition,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,85.0,107.64136
676,moderate,f,2.0,Ocean View,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,125.0,99.44201
2693,moderate,f,1.0,Bernal Heights,Guesthouse,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,100.0,129.53865
1408,flexible,f,25.0,North Beach,Bed and breakfast,Shared room,4.0,1.0,4.0,Real Bed,1.0,38.0,111.21826
50,super_strict_30,f,35.0,Bernal Heights,House,Entire home/apt,2.0,1.0,2.0,Real Bed,30.0,85.0,107.41057
6634,moderate,t,1.0,Inner Richmond,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,115.0,131.72499
6367,strict_14_with_grace_period,t,165.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,147.0,148.82211
5332,flexible,t,37.0,Chinatown,Boutique hotel,Entire home/apt,4.0,1.0,2.0,Real Bed,2.0,300.0,194.39572
1158,strict_14_with_grace_period,f,1.0,Bernal Heights,House,Private room,1.0,1.0,1.0,Real Bed,30.0,100.0,74.26047
239,moderate,f,12.0,Western Addition,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,30.0,100.0,146.85295
3619,moderate,f,1.0,Inner Sunset,House,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,167.0,280.6847
4334,strict_14_with_grace_period,f,89.0,Downtown/Civic Center,Serviced apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,1.0,140.0,120.50783
1922,moderate,f,1.0,Castro/Upper Market,Apartment,Entire home/apt,3.0,2.0,2.0,Real Bed,30.0,155.0,189.94534
1025,strict_14_with_grace_period,f,1.0,Castro/Upper Market,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,125.0,153.36865
251,strict_14_with_grace_period,t,1.0,Castro/Upper Market,House,Entire home/apt,8.0,4.0,5.0,Real Bed,4.0,595.0,557.53076
2573,moderate,f,1.0,Mission,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,148.0,147.66284
4900,flexible,t,53.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,2.0,Real Bed,1.0,75.0,92.80777
6656,strict_14_with_grace_period,f,200.0,Downtown/Civic Center,Condominium,Entire home/apt,4.0,1.0,2.0,Real Bed,3.0,229.0,228.94458
538,strict_14_with_grace_period,t,1.0,Haight Ashbury,Apartment,Entire home/apt,6.0,3.0,4.0,Real Bed,31.0,210.0,317.25677
4127,moderate,t,5.0,Downtown/Civic Center,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,129.0,96.863846
1993,strict_14_with_grace_period,f,1.0,Western Addition,House,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,155.0,172.68134
5340,strict_14_with_grace_period,f,2.0,South of Market,Apartment,Shared room,1.0,1.0,1.0,Real Bed,30.0,45.0,151.6497
1175,moderate,f,2.0,Mission,Condominium,Private room,2.0,1.0,0.0,Real Bed,6.0,146.0,129.69989
3565,moderate,t,2.0,Outer Sunset,Apartment,Entire home/apt,4.0,1.0,1.0,Real Bed,30.0,98.0,125.26115
2747,moderate,t,1.0,Inner Richmond,House,Entire home/apt,6.0,3.0,4.0,Real Bed,2.0,400.0,359.6597
2723,moderate,t,3.0,Excelsior,House,Private room,3.0,1.0,2.0,Real Bed,1.0,115.0,76.86051
1298,strict_14_with_grace_period,f,21.0,Western Addition,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,135.0,166.3671
6213,flexible,t,1.0,Mission,Loft,Entire home/apt,3.0,1.0,2.0,Real Bed,30.0,200.0,175.42288
5993,strict_14_with_grace_period,f,33.0,Marina,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,241.0,189.67824
19,strict_14_with_grace_period,f,3.0,Western Addition,Townhouse,Private room,2.0,1.0,1.0,Real Bed,2.0,110.0,135.33078
4619,strict_14_with_grace_period,f,44.0,Mission,Apartment,Entire home/apt,4.0,3.0,4.0,Real Bed,30.0,211.0,203.05064
6707,flexible,f,1.0,Noe Valley,House,Shared room,1.0,1.0,1.0,Real Bed,30.0,64.0,170.9344
3792,strict_14_with_grace_period,f,1.0,South of Market,Loft,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,250.0,225.72997
6210,flexible,f,7.0,Mission,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,72.0,68.31154
472,moderate,t,3.0,Western Addition,Condominium,Private room,2.0,1.0,1.0,Real Bed,3.0,110.0,154.84016
3237,moderate,t,3.0,Western Addition,House,Entire home/apt,6.0,3.0,3.0,Real Bed,2.0,500.0,417.20435
318,moderate,f,1.0,Castro/Upper Market,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,205.0,150.7607
3595,moderate,f,2.0,Western Addition,Loft,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,79.0,194.17302
3054,moderate,f,1.0,Bernal Heights,House,Entire home/apt,5.0,3.0,3.0,Real Bed,2.0,325.0,296.55734
4477,strict_14_with_grace_period,f,7.0,Noe Valley,House,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,331.0,196.09242
233,strict_14_with_grace_period,f,1.0,Outer Sunset,House,Entire home/apt,6.0,2.0,4.0,Airbed,3.0,279.0,242.15936
65,strict_14_with_grace_period,t,1.0,Financial District,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,200.0,247.88968
3929,moderate,f,2.0,Mission,Apartment,Entire home/apt,5.0,2.0,3.0,Real Bed,30.0,400.0,197.45627
5025,strict_14_with_grace_period,f,12.0,Haight Ashbury,Apartment,Entire home/apt,8.0,4.0,7.0,Real Bed,30.0,260.0,287.65356
4517,strict_14_with_grace_period,f,2.0,Glen Park,Apartment,Private room,6.0,1.0,5.0,Real Bed,1.0,95.0,189.02003
5132,super_strict_30,t,27.0,Haight Ashbury,House,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,135.0,94.89273
7045,strict_14_with_grace_period,f,67.0,Downtown/Civic Center,Hotel,Private room,4.0,0.0,2.0,Real Bed,1.0,199.0,163.40039
4429,strict_14_with_grace_period,t,1.0,Inner Sunset,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,1.0,125.0,152.44762
217,strict,f,1.0,Outer Sunset,House,Private room,2.0,1.0,1.0,Real Bed,3.0,89.0,94.61693
4693,moderate,t,4.0,Outer Sunset,House,Private room,2.0,1.0,1.0,Real Bed,2.0,74.0,80.1498
5230,strict_14_with_grace_period,f,2.0,Bayview,House,Entire home/apt,6.0,3.0,3.0,Real Bed,3.0,300.0,283.20273
6260,strict_14_with_grace_period,t,165.0,South of Market,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,200.0,243.85703
1374,moderate,t,15.0,Marina,Hotel,Private room,4.0,1.0,2.0,Real Bed,1.0,129.0,132.16586
2211,strict_14_with_grace_period,f,1.0,Nob Hill,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,135.0,136.07318
3934,flexible,t,1.0,Potrero Hill,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,275.0,136.55951
2679,moderate,t,2.0,Outer Sunset,House,Private room,4.0,1.0,3.0,Real Bed,1.0,145.0,97.50664
332,strict_14_with_grace_period,f,8.0,Financial District,House,Entire home/apt,8.0,2.0,3.0,Real Bed,31.0,350.0,373.9043
6937,moderate,f,4.0,Excelsior,House,Entire home/apt,4.0,2.0,2.0,Real Bed,1.0,159.0,181.57768
6089,strict_14_with_grace_period,t,5.0,Nob Hill,Aparthotel,Private room,2.0,1.0,2.0,Real Bed,1.0,99.0,112.8635
4114,moderate,f,2.0,Haight Ashbury,Condominium,Private room,2.0,1.0,1.0,Real Bed,2.0,125.0,119.94813
3321,strict_14_with_grace_period,t,3.0,Haight Ashbury,Apartment,Entire home/apt,11.0,2.0,6.0,Real Bed,1.0,1000.0,387.55505
3673,flexible,f,3.0,Glen Park,Guest suite,Entire home/apt,4.0,1.0,2.0,Real Bed,3.0,136.0,182.38142
4146,strict_14_with_grace_period,f,4.0,South of Market,Condominium,Private room,2.0,1.0,1.0,Real Bed,2.0,149.0,173.83142
4635,moderate,t,5.0,Bayview,House,Private room,2.0,1.0,1.0,Real Bed,30.0,50.0,58.135384
4847,strict_14_with_grace_period,t,3.0,Haight Ashbury,House,Private room,4.0,2.0,2.0,Real Bed,3.0,235.0,216.86092
3004,flexible,t,8.0,Western Addition,Apartment,Private room,1.0,1.0,2.0,Real Bed,30.0,79.0,70.6043
6500,strict_14_with_grace_period,f,3.0,Mission,Other,Private room,2.0,1.0,1.0,Real Bed,1.0,199.0,126.01558
3199,moderate,f,1.0,Visitacion Valley,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,60.0,112.27033
3836,moderate,t,9.0,Outer Mission,House,Private room,2.0,1.0,1.0,Real Bed,2.0,80.0,75.88219
2156,strict_14_with_grace_period,f,799.0,Financial District,Apartment,Entire home/apt,3.0,1.0,2.0,Real Bed,30.0,249.0,182.50206
2134,moderate,t,1.0,Inner Richmond,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,4.0,185.0,150.54048
1678,strict_14_with_grace_period,f,1.0,Bernal Heights,House,Entire home/apt,5.0,2.0,3.0,Real Bed,3.0,299.0,260.59146
4537,moderate,f,2.0,Bernal Heights,House,Private room,2.0,1.0,1.0,Real Bed,2.0,79.0,110.5093
7058,flexible,f,1.0,Seacliff,Guest suite,Private room,2.0,1.0,1.0,Real Bed,4.0,100.0,175.5973
6421,flexible,f,5.0,Haight Ashbury,House,Shared room,3.0,1.0,1.0,Real Bed,31.0,33.0,79.640335
6596,flexible,t,439.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,197.0,174.65248
7100,flexible,f,1.0,Inner Sunset,Guest suite,Private room,2.0,1.0,1.0,Real Bed,3.0,195.0,119.13985
1670,flexible,t,1.0,Mission,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,125.0,131.03264
4742,flexible,t,1.0,Inner Sunset,Guest suite,Private room,1.0,1.0,1.0,Real Bed,30.0,66.0,103.07158
4315,moderate,f,2.0,Western Addition,Apartment,Entire home/apt,6.0,2.0,3.0,Real Bed,2.0,350.0,323.90683
4226,flexible,f,3.0,Downtown/Civic Center,Condominium,Private room,2.0,1.0,1.0,Real Bed,3.0,99.0,155.95361
5143,strict_14_with_grace_period,t,1199.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,150.0,138.14537
3906,strict_14_with_grace_period,f,4.0,Outer Mission,House,Private room,2.0,1.0,1.0,Real Bed,30.0,78.0,72.276855
2772,moderate,t,2.0,Inner Richmond,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,190.0,123.07536
2155,strict_14_with_grace_period,f,1.0,Western Addition,Condominium,Private room,1.0,1.0,1.0,Real Bed,1.0,124.0,117.38658
5938,strict_14_with_grace_period,f,200.0,Downtown/Civic Center,Condominium,Entire home/apt,4.0,1.0,2.0,Real Bed,3.0,229.0,228.94458
1042,strict_14_with_grace_period,f,2.0,Haight Ashbury,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,235.0,278.1522
4747,strict_14_with_grace_period,t,4.0,Castro/Upper Market,Other,Private room,2.0,1.0,1.0,Real Bed,1.0,125.0,142.45044
4602,moderate,t,2.0,West of Twin Peaks,House,Private room,2.0,1.0,1.0,Real Bed,1.0,90.0,103.657
6998,flexible,t,8.0,Downtown/Civic Center,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,50.0,61.336235
1322,moderate,t,2.0,Bernal Heights,House,Private room,3.0,1.0,2.0,Real Bed,2.0,139.0,114.535385
3489,strict_14_with_grace_period,f,1.0,Marina,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,154.0,129.2157
91,flexible,t,20.0,Financial District,Hostel,Shared room,1.0,1.0,1.0,Real Bed,1.0,45.0,52.86048
3979,strict_14_with_grace_period,t,14.0,Inner Sunset,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,76.0,90.497025
5439,strict_14_with_grace_period,f,1.0,South of Market,Condominium,Entire home/apt,1.0,1.0,1.0,Real Bed,7.0,275.0,152.9114
5860,flexible,f,6.0,Nob Hill,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,150.0,121.47947
2222,moderate,f,1.0,Noe Valley,House,Private room,2.0,1.0,2.0,Real Bed,4.0,250.0,130.1104
503,strict_14_with_grace_period,f,2.0,Mission,House,Private room,2.0,1.0,1.0,Real Bed,32.0,57.0,101.021736
1373,moderate,f,1.0,Potrero Hill,House,Entire home/apt,6.0,3.0,4.0,Real Bed,2.0,550.0,386.3205
1513,strict_14_with_grace_period,f,1.0,Mission,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,30.0,160.0,108.08409
4104,strict_14_with_grace_period,t,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,77.0,87.89293
7035,strict_14_with_grace_period,t,165.0,Western Addition,Boutique hotel,Private room,2.0,1.0,1.0,Real Bed,2.0,204.0,192.0804
5424,flexible,t,439.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,197.0,164.86975
4441,flexible,f,1.0,Outer Mission,House,Private room,1.0,1.0,1.0,Real Bed,30.0,60.0,69.590645
1164,strict_14_with_grace_period,t,2.0,Mission,Loft,Private room,2.0,1.0,1.0,Real Bed,30.0,75.0,110.09122
4670,flexible,t,2.0,Potrero Hill,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,60.0,4500.0,159.08536
106,strict_14_with_grace_period,f,41.0,Excelsior,House,Private room,3.0,1.0,1.0,Real Bed,30.0,40.0,48.844727
7134,flexible,f,5.0,Inner Richmond,House,Private room,2.0,1.0,1.0,Real Bed,1.0,84.0,95.66296
756,strict_14_with_grace_period,f,6.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,130.0,127.19955
5361,flexible,t,1.0,Marina,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,450.0,222.3667
6146,moderate,f,6.0,Western Addition,Condominium,Entire home/apt,6.0,2.0,3.0,Real Bed,30.0,675.0,310.7444
4560,flexible,t,3.0,Downtown/Civic Center,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,50.0,105.934395
1791,strict_14_with_grace_period,f,2.0,Potrero Hill,House,Private room,5.0,1.0,3.0,Real Bed,30.0,150.0,119.46564
4559,moderate,t,1.0,Outer Sunset,Guest suite,Entire home/apt,4.0,1.0,3.0,Real Bed,30.0,138.0,123.28349
4850,strict_14_with_grace_period,t,3.0,Western Addition,House,Entire home/apt,8.0,4.0,4.0,Real Bed,2.0,650.0,643.0434
457,strict_14_with_grace_period,f,6.0,Bayview,House,Private room,1.0,1.0,1.0,Real Bed,1.0,50.0,61.075726
4065,strict_14_with_grace_period,f,1.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,180.0,180.0,156.75359
534,strict_14_with_grace_period,t,2.0,Presidio Heights,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,2.0,550.0,210.84697
2267,moderate,f,1.0,Outer Richmond,Loft,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,139.0,144.38518
3045,moderate,f,41.0,Downtown/Civic Center,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,180.0,220.0,267.35892
5063,strict_14_with_grace_period,f,1.0,South of Market,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,3.0,400.0,189.50195
4934,moderate,t,6.0,Lakeshore,House,Private room,4.0,1.0,3.0,Real Bed,1.0,150.0,86.725235
1860,moderate,f,1.0,Nob Hill,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,140.0,161.5625
3013,flexible,t,31.0,Downtown/Civic Center,Serviced apartment,Entire home/apt,3.0,1.0,2.0,Real Bed,30.0,300.0,151.74199
6170,strict_14_with_grace_period,t,2.0,South of Market,Apartment,Entire home/apt,6.0,2.0,3.0,Real Bed,1.0,250.0,343.34595
1427,moderate,f,41.0,South of Market,Apartment,Entire home/apt,3.0,2.0,2.0,Real Bed,180.0,500.0,285.4446
6503,moderate,t,4.0,West of Twin Peaks,Guest suite,Entire home/apt,4.0,2.0,2.0,Real Bed,1.0,140.0,190.30585
3658,strict_14_with_grace_period,f,3.0,Twin Peaks,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,62.0,123.27033
4932,strict_14_with_grace_period,t,1.0,Russian Hill,Apartment,Entire home/apt,4.0,1.0,1.0,Real Bed,1.0,230.0,219.19946
6848,super_strict_30,t,18.0,Pacific Heights,House,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,91.0,113.95183
2150,strict_14_with_grace_period,f,1.0,Outer Sunset,Guest suite,Entire home/apt,3.0,1.0,1.0,Real Bed,2.0,150.0,115.931366
3324,flexible,f,1.0,Outer Sunset,Guest suite,Entire home/apt,1.0,1.0,1.0,Real Bed,1.0,200.0,101.636635
1929,strict_14_with_grace_period,t,1.0,Potrero Hill,House,Entire home/apt,6.0,3.0,4.0,Real Bed,2.0,599.0,402.21484
3910,flexible,t,37.0,Chinatown,Boutique hotel,Private room,2.0,1.0,1.0,Real Bed,2.0,225.0,150.49692
4969,strict_14_with_grace_period,f,67.0,Downtown/Civic Center,Boutique hotel,Private room,4.0,1.0,2.0,Real Bed,1.0,171.0,162.81442
2440,strict_14_with_grace_period,f,1.0,Inner Richmond,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,199.0,260.218
4231,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,Apartment,Entire home/apt,3.0,0.0,1.0,Real Bed,30.0,98.0,90.54698
6824,moderate,t,1.0,Bernal Heights,House,Entire home/apt,4.0,1.0,1.0,Real Bed,30.0,135.0,147.74704
3613,moderate,t,43.0,South of Market,Townhouse,Shared room,4.0,1.0,4.0,Real Bed,30.0,35.0,62.378418
3952,strict_14_with_grace_period,t,1199.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,157.0,138.14537
6629,strict_14_with_grace_period,t,1.0,Nob Hill,Apartment,Entire home/apt,8.0,4.0,4.0,Real Bed,1.0,750.0,922.6017
927,moderate,f,1.0,Western Addition,Apartment,Entire home/apt,6.0,3.0,2.0,Real Bed,2.0,350.0,382.18414
3343,moderate,f,4.0,Excelsior,House,Private room,2.0,1.0,1.0,Real Bed,1.0,69.0,75.1243
5641,flexible,t,3.0,South of Market,Apartment,Private room,6.0,1.0,2.0,Real Bed,1.0,121.0,177.48935
1316,moderate,f,1.0,Pacific Heights,Condominium,Private room,1.0,1.0,1.0,Real Bed,4.0,155.0,153.22694
5406,moderate,f,1.0,Marina,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,450.0,220.71239
5812,moderate,f,852.0,South of Market,Condominium,Entire home/apt,3.0,1.0,2.0,Real Bed,30.0,172.0,156.37895
4239,strict_14_with_grace_period,f,2.0,Glen Park,Guest suite,Private room,2.0,1.0,1.0,Real Bed,3.0,100.0,139.5111
4489,flexible,t,4.0,Nob Hill,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,88.0,131.30403
1941,strict_14_with_grace_period,t,1.0,Inner Richmond,Apartment,Entire home/apt,6.0,2.0,2.0,Real Bed,2.0,275.0,269.13083
2938,flexible,t,28.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,1.0,Real Bed,1.0,75.0,94.6836
2647,moderate,f,852.0,South of Market,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,365.0,198.0,460.60394
1889,strict_14_with_grace_period,f,2.0,Inner Richmond,Apartment,Entire home/apt,9.0,2.0,5.0,Real Bed,1.0,400.0,363.22482
800,strict_14_with_grace_period,f,68.0,Downtown/Civic Center,Hotel,Private room,4.0,0.0,2.0,Real Bed,1.0,179.0,162.43715
576,moderate,f,4.0,Bernal Heights,Apartment,Entire home/apt,2.0,1.0,2.0,Real Bed,30.0,85.0,124.01865
6994,moderate,t,1.0,Ocean View,House,Private room,2.0,1.0,1.0,Real Bed,30.0,90.0,65.489624
2877,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,78.0,86.22489
3501,strict_14_with_grace_period,t,13.0,Nob Hill,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,76.0,90.5149
1034,flexible,f,1.0,Western Addition,House,Private room,2.0,1.0,1.0,Real Bed,30.0,75.0,109.96112
3755,strict_14_with_grace_period,f,2.0,Noe Valley,House,Private room,2.0,1.0,1.0,Real Bed,2.0,112.0,121.03731
1299,moderate,t,1.0,Mission,House,Private room,2.0,1.0,1.0,Real Bed,2.0,120.0,110.30124
319,moderate,f,2.0,Western Addition,Condominium,Entire home/apt,5.0,3.0,3.0,Real Bed,2.0,350.0,416.339
393,strict_14_with_grace_period,f,1.0,North Beach,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,350.0,187.27026
789,moderate,f,1.0,Haight Ashbury,Apartment,Private room,1.0,1.0,1.0,Real Bed,2.0,139.0,95.434784
1812,moderate,f,2.0,Outer Mission,House,Private room,1.0,1.0,1.0,Real Bed,14.0,60.0,72.53004
61,strict_14_with_grace_period,t,1.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,119.0,135.64096
6965,strict_14_with_grace_period,f,67.0,Downtown/Civic Center,Hotel,Private room,4.0,0.0,2.0,Real Bed,1.0,199.0,163.40039
3580,moderate,t,4.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,149.0,116.736404
6490,flexible,t,1.0,South of Market,Apartment,Entire home/apt,10.0,4.0,4.0,Real Bed,5.0,450.0,521.8313
6853,super_strict_30,t,18.0,Haight Ashbury,House,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,90.0,96.388306
4839,strict_14_with_grace_period,t,3.0,Inner Richmond,House,Private room,4.0,1.0,2.0,Real Bed,2.0,125.0,134.46642
2424,strict_14_with_grace_period,t,1.0,Outer Richmond,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,70.0,123.30447
3305,strict_14_with_grace_period,f,3.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,180.0,117.867775
169,strict_14_with_grace_period,f,20.0,Chinatown,House,Shared room,1.0,1.0,1.0,Real Bed,30.0,30.0,37.23451
5182,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,86.0,86.22489
4936,moderate,f,2.0,South of Market,Apartment,Private room,1.0,1.0,1.0,Real Bed,2.0,123.0,106.50253
5740,strict_14_with_grace_period,t,7.0,South of Market,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,85.0,118.78447
1245,moderate,f,1.0,Western Addition,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,300.0,187.84
3379,moderate,f,852.0,Mission,House,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,197.0,178.2512
1624,strict_14_with_grace_period,f,101.0,Presidio Heights,House,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,425.0,438.16782
4206,strict_14_with_grace_period,f,1.0,Marina,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,30.0,220.0,164.25372
4854,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,85.0,86.22489
2184,flexible,f,1.0,Noe Valley,House,Private room,1.0,1.0,1.0,Real Bed,1.0,76.0,101.639015
3271,moderate,f,1.0,Mission,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,185.0,152.88185
2115,strict_14_with_grace_period,t,1.0,South of Market,Loft,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,550.0,229.3406
6125,flexible,t,4.0,Ocean View,House,Private room,3.0,1.0,1.0,Real Bed,5.0,150.0,91.4257
1903,strict_14_with_grace_period,f,14.0,South of Market,Condominium,Entire home/apt,4.0,2.0,3.0,Real Bed,30.0,193.0,221.78807
3788,moderate,t,2.0,Haight Ashbury,Condominium,Private room,2.0,1.0,1.0,Real Bed,3.0,80.0,125.42933
4112,moderate,t,1.0,Western Addition,Condominium,Private room,2.0,1.0,1.0,Real Bed,30.0,102.0,122.749855
179,moderate,f,1.0,Bernal Heights,House,Entire home/apt,2.0,1.0,1.0,Real Bed,5.0,147.0,149.89096
1840,moderate,t,2.0,Ocean View,House,Private room,1.0,1.0,1.0,Real Bed,2.0,53.0,64.177635
4692,strict_14_with_grace_period,f,3.0,Haight Ashbury,House,Private room,2.0,1.0,1.0,Real Bed,3.0,135.0,118.75607
4086,moderate,t,3.0,Potrero Hill,House,Private room,6.0,3.0,3.0,Real Bed,1.0,350.0,324.6342
3050,strict_14_with_grace_period,t,1.0,Haight Ashbury,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,349.0,172.36569
4170,flexible,f,33.0,Financial District,Serviced apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,343.0,252.03586
1537,moderate,t,6.0,Crocker Amazon,House,Private room,2.0,1.0,1.0,Real Bed,30.0,50.0,59.3366
1806,strict_14_with_grace_period,f,5.0,West of Twin Peaks,House,Private room,1.0,1.0,1.0,Real Bed,3.0,99.0,84.85878
